Batsman,Home Run Hitting Ability,Milestone Reaching Ability,Batting Average, Strike Rate,Matches Played
GM Hamilton,1.5,0.0833333333333,17.0833333333,56.1643835616,12
Mustafizur Rahman,0.5,0,3.75,44.1176470588,4
L Vincent,3.33333333333,0.277777777778,30.3333333333,69.3773824651,18
T Mupariwa,0.416666666667,0,3.58333333333,39.0909090909,12
DSNFG Jayasuriya,1.0,0,5.5,64.7058823529,2
T Panyangara,0.62962962963,0,5.07407407407,55.0200803213,27
Naumanullah,1.0,0,4.0,100.0,1
Tanvir Ahmed,3.0,0,18.0,150.0,1
Younis Khan,2.74166666667,0.233333333333,29.1583333333,73.9902727849,120
Wahab Riaz,1.26,0.04,10.66,79.552238806,50
AB Barath,2.76923076923,0.0769230769231,21.6153846154,56.4257028112,13
MN van Wyk,3.33333333333,0.266666666667,27.2,66.9950738916,15
WW Hinds,1.11111111111,0,12.0,38.9891696751,9
F du Plessis,3.42168674699,0.289156626506,34.7228915663,83.3188782885,83
SKW Kelly,1.0,0,7.0,140.0,1
WU Tharanga,3.94890510949,0.262773722628,32.9270072993,71.7284146923,137
SM Warnapura,2.0,0,15.0,46.875,2
Imran Tahir,0.625,0,5.0625,65.8536585366,16
AN Petersen,3.11111111111,0.222222222222,27.6666666667,81.6393442623,18
J Charles,4.02857142857,0.171428571429,29.0,83.0605564648,35
AC Botha,1.86666666667,0.0666666666667,16.9333333333,63.8190954774,15
DG Brownlie,3.0,0,22.5555555556,72.5,9
Noor Ali Zadran,3.35294117647,0.176470588235,26.0,68.0,17
S Badrinath,0.666666666667,0,13.1666666667,45.6647398844,6
V Permaul,0.333333333333,0,3.66666666667,50.0,3
JJ Tucker,2.54545454545,0,18.4545454545,63.2398753894,11
NL McCullum,1.64516129032,0.0645161290323,17.2580645161,85.8059342422,62
DL Hemp,3.18181818182,0.272727272727,24.3636363636,67.3366834171,11
M Ntini,0.375,0,3.25,63.4146341463,16
AG Cremer,1.0,0.0277777777778,12.3888888889,61.9444444444,36
A Flintoff,2.4375,0.09375,22.5,86.5384615385,32
ES Szwarczynski,2.72727272727,0.272727272727,25.5454545455,59.4080338266,11
Mahbubul Alam,3.5,0.5,39.5,109.722222222,2
I Wardlaw,0.222222222222,0,2.11111111111,54.2857142857,9
G Gambhir,4.05,0.341666666667,37.9,84.11318661,120
NJ Astle,2.8,0.1,20.0,67.5675675676,10
Faisal Iqbal,3.0,0,26.0,53.0612244898,1
Sarfraz Ahmed,2.02380952381,0.0952380952381,25.0238095238,83.4126984127,42
L Balaji,1.0,0,7.0,70.0,1
Munir Dar,2.0,0,7.0,82.3529411765,2
Anwar Ali,2.13333333333,0,18.7333333333,79.8295454545,15
S Chattergoon,4.66666666667,0.166666666667,27.8333333333,60.9489051095,6
Imad Wasim,2.33333333333,0.333333333333,25.3333333333,90.4761904762,3
BP Nash,1.0,0,5.0,62.5,1
Zahid Shah,1.0,0,5.5,55.0,2
RT Lyons,1.0,0,5.0,166.666666667,1
W Jaffer,1.0,0,5.0,43.4782608696,2
Anamul Haque,3.96296296296,0.222222222222,35.1851851852,68.5425685426,27
CR Woakes,1.06060606061,0,14.7272727273,76.7772511848,33
RS Morton,2.2962962963,0.222222222222,28.8888888889,67.0103092784,27
Hasti Gul,3.0,0,23.0,209.090909091,1
FH Edwards,0.384615384615,0,4.46153846154,50.4347826087,13
M Muralitharan,0.69696969697,0,5.63636363636,99.4652406417,33
GS Ballance,1.46666666667,0.133333333333,19.8,66.0,15
SW Poynter,0.5,0,7.5,50.0,2
Alok Kapali,2.21428571429,0.0714285714286,19.3571428571,75.4874651811,14
CJO Smith,2.5,0.1,17.2,67.9841897233,10
R Dhawan,0.5,0,6.0,92.3076923077,2
AF Milne,0.916666666667,0,10.6666666667,94.1176470588,12
EJ Richardson,2.0,0,12.0,66.6666666667,1
Sabbir Rahman,3.21052631579,0.105263157895,25.3684210526,97.9674796748,19
Zain Abbas,2.0,0,26.0,47.2727272727,1
Ahmed Raza,1.66666666667,0,11.6666666667,61.4035087719,3
PW Borren,3.125,0.1875,25.625,90.1098901099,16
R Clarke,1.5,0,19.5,81.25,2
JD Ryder,4.83333333333,0.25,34.5,95.9814528594,36
IDR Bradshaw,0.571428571429,0,7.14285714286,47.619047619,7
MA Vermeulen,1.85714285714,0.142857142857,20.2857142857,68.2692307692,7
TC Bastiampillai,2.6,0,17.8,54.6012269939,5
Shafiul Islam,0.535714285714,0,4.42857142857,57.6744186047,28
GD Elliott,2.68181818182,0.19696969697,29.2727272727,79.8017348203,66
MN Waller,1.80434782609,0.0652173913043,16.9782608696,67.9130434783,46
KO Otieno,1.25,0,6.0,35.8208955224,4
I Sharma,0.24,0,2.84,34.1346153846,25
MS Panesar,0.285714285714,0,3.71428571429,28.2608695652,7
AJ Finch,4.43396226415,0.301886792453,36.3018867925,83.7614279495,53
OL Pitcher,0.666666666667,0,9.33333333333,33.734939759,3
ML Hayden,6.35897435897,0.384615384615,50.4615384615,83.3898305085,39
AR White,1.0,0,13.0869565217,60.4417670683,23
C Zhuwao,3.0,0,16.0,72.7272727273,1
MW Machan,3.35714285714,0.214285714286,32.9285714286,76.4510779436,14
Shahid Afridi,2.67785234899,0.0939597315436,21.0805369128,127.734851566,149
LL Tsotsobe,0.444444444444,0,3.16666666667,50.8928571429,18
BB Chari,1.0,0,19.0,45.5089820359,4
JK Kamande,0.823529411765,0,9.41176470588,46.511627907,17
SP Fleming,4.30769230769,0.307692307692,32.8076923077,73.6614853195,26
U Bhatti,1.625,0,15.0,91.6030534351,8
AD Poynter,0.833333333333,0,10.8333333333,48.5074626866,6
PM Seelaar,0.714285714286,0,5.42857142857,43.6781609195,7
Zulfiqar Babar,0.6,0,7.0,87.5,5
JJ Roy,4.36842105263,0.210526315789,29.3684210526,95.3846153846,19
Mohammad Rizwan,2.76923076923,0.230769230769,26.7692307692,92.8,13
DW Steyn,0.75,0,6.52272727273,61.5879828326,44
BJ Watling,3.0,0.263157894737,27.7894736842,66.9201520913,19
Zaheer Maqsood,1.0,0,5.0,50.0,1
Kamran Akmal,3.0,0.119565217391,23.2282608696,80.5199698568,92
B Kumar,0.75,0,7.39285714286,72.1254355401,28
Aftab Alam,0.6,0,3.8,67.8571428571,5
CJ McKay,0.615384615385,0,6.88461538462,55.0769230769,26
CRD Fernando,0.571428571429,0,5.42857142857,64.7727272727,21
SPD Smith,3.27118644068,0.237288135593,35.2881355932,87.5893984013,59
ME Trescothick,6.625,0.375,49.5,87.417218543,8
JW Dernbach,0.125,0,2.375,47.5,8
JJ Atkinson,2.33333333333,0,20.3333333333,51.2605042017,3
C Munro,2.77777777778,0.222222222222,27.1111111111,93.1297709924,9
MF Maharoof,1.40540540541,0.027027027027,14.2162162162,82.0592823713,37
Mahmudullah,2.26732673267,0.158415841584,24.6237623762,71.1181012296,101
Mudassar Bukhari,0.818181818182,0,9.81818181818,71.5231788079,11
D Ramdin,1.74698795181,0.0963855421687,19.3614457831,80.7537688442,83
ND McKenzie,2.25,0.25,27.0,64.2857142857,4
JE Taylor,0.903225806452,0,6.96774193548,83.3976833977,31
JEC Franklin,1.7358490566,0.0754716981132,18.9433962264,79.4303797468,53
LJ Wright,1.92105263158,0.0263157894737,17.2368421053,81.875,38
RR Rossouw,3.96296296296,0.222222222222,31.8148148148,92.6645091694,27
MS Atapattu,2.63636363636,0,24.4545454545,66.9154228856,11
Junaid Siddique,2.20454545455,0.113636363636,20.3636363636,68.1368821293,44
S Dhaniram,2.45454545455,0.181818181818,25.1818181818,87.6582278481,11
AB Dinda,0.2,0,4.2,55.2631578947,5
MKDI Amerasinghe,0.333333333333,0,1.66666666667,71.4285714286,3
ADJ Pitcher,1.0,0,8.0,66.6666666667,1
KAJ Roach,0.526315789474,0,5.68421052632,50.5854800937,38
Junaid Siddiqui,0.5,0,13.0,41.935483871,4
Mohammad Shahzad,4.38888888889,0.166666666667,31.1666666667,95.0847457627,18
HH Dippenaar,2.5,0.25,23.375,64.4827586207,8
GP Swann,1.08695652174,0,10.3043478261,90.6309751434,46
Adnan Akmal,0.75,0,15.25,66.3043478261,4
Naved-ul-Hasan,1.15,0,11.35,83.4558823529,20
RS Bopara,2.22429906542,0.140186915888,25.0280373832,76.4924307341,107
Mohammed Shami,0.684210526316,0,5.68421052632,88.5245901639,19
Haris Sohail,3.38095238095,0.333333333333,36.8571428571,80.9623430962,21
Shoaib Malik,2.81818181818,0.191919191919,28.7676767677,81.6513761468,99
Nasir Jamshed,3.52083333333,0.229166666667,29.4583333333,73.2263076126,48
Shuvagoto Hom,3.0,0,23.3333333333,79.5454545455,3
RW Price,0.702702702703,0,7.24324324324,58.6433260394,37
MA Ouma,1.78260869565,0.0434782608696,16.3043478261,57.5153374233,23
DC Thomas,1.10526315789,0,12.4736842105,62.5329815303,19
R Gunasekera,1.91666666667,0.25,21.25,55.6768558952,12
RDM Leverock,0.222222222222,0,5.0,37.1900826446,9
J Patraj,0.5,0,10.5,43.75,2
HS Baidwan,0.833333333333,0,9.75,64.2857142857,12
Rizwan Cheema,2.46153846154,0.0769230769231,15.0769230769,117.365269461,13
WD Parnell,1.47826086957,0.0434782608696,15.8260869565,74.7433264887,23
AR Berenger,1.625,0.125,13.75,57.2916666667,8
TT Bresnan,1.52380952381,0.015873015873,13.8095238095,88.4146341463,63
DR Brown,1.5,0,18.0,62.6086956522,4
CK Langeveldt,0.571428571429,0,4.71428571429,59.4594594595,14
RD Berrington,2.15789473684,0.157894736842,23.5789473684,70.8860759494,19
Dawlat Zadran,0.952380952381,0,7.57142857143,59.7744360902,21
DAJ Bracewell,0.428571428571,0,8.42857142857,65.5555555556,7
KD Mills,1.52542372881,0.0338983050847,12.8644067797,90.7894736842,59
UT Yadav,0.533333333333,0,3.46666666667,56.5217391304,15
Dolar Mahmud,2.25,0,15.0,136.363636364,4
JWM Dalrymple,1.36,0.08,18.32,73.6334405145,25
KMDN Kulasekara,1.20388349515,0.0388349514563,12.0582524272,81.1764705882,103
K Weeraratne,1.66666666667,0,26.0,83.8709677419,3
RG Aga,5.0,0.333333333333,37.6666666667,100.0,3
TG Gordon,0.5,0,5.25,36.2068965517,4
UT Khawaja,2.8,0.2,21.6,84.375,5
Suhrawadi Shuvo,1.0,0,9.7,70.2898550725,10
RR Sarwan,2.90625,0.21875,29.453125,69.763138416,64
CA Pujara,0.5,0,6.0,34.7826086957,4
WB Rankin,0.0769230769231,0,2.92307692308,36.5384615385,13
Arafat Sunny,0.454545454545,0,4.27272727273,49.4736842105,11
Q de Kock,5.07272727273,0.236363636364,38.8727272727,90.55484964,55
Yasir Hameed,1.2,0.2,28.2,51.2727272727,5
K Whatham,2.0,0,18.0,41.8604651163,1
TA Boult,0.727272727273,0,5.27272727273,77.3333333333,11
MJ Prior,2.27083333333,0.0625,21.6875,76.4878765614,48
TMK Mawoyo,0.571428571429,0,8.28571428571,34.9397590361,7
J Botha,1.13636363636,0,11.5681818182,85.2596314908,44
LP van Troost,1.0,0,8.75,61.4035087719,4
JJ Celestine,1.66666666667,0,9.33333333333,43.75,3
S Jyoti,0.5,0,9.0,41.8604651163,2
RT Ponting,4.2389380531,0.336283185841,38.3362831858,81.3979706877,113
Zafar Gohar,1.0,0,15.0,100.0,1
CJ Ferguson,2.47826086957,0.173913043478,26.347826087,80.4780876494,23
MJ Clarke,3.21830985915,0.30985915493,36.7957746479,75.1798561151,142
Habibul Bashar,1.125,0,15.25,51.2605042017,16
RR Patel,1.5,0,16.8,70.8860759494,10
IH Romaine,1.75,0.0833333333333,14.5833333333,48.6111111111,12
Krishna Chandran,0.6,0,7.4,31.0924369748,5
GH Dockrell,0.708333333333,0,7.54166666667,68.045112782,24
GJ Maxwell,3.89090909091,0.236363636364,28.8363636364,122.282189668,55
L Sreekumar,2.0,0,13.0,72.2222222222,1
RJ Nicol,3.3,0.2,29.25,73.400250941,20
KAD Hurdle,0.375,0,3.125,53.1914893617,8
RJ Peterson,1.62068965517,0.0344827586207,15.7931034483,83.5766423358,29
Usman Ghani,3.36363636364,0.181818181818,30.4545454545,75.1121076233,11
SO Tikolo,2.39130434783,0.0869565217391,19.6956521739,70.2325581395,23
SS Pathirana,2.33333333333,0,21.6666666667,85.5263157895,3
JM Davison,3.2,0.2,21.7,108.5,10
T Mishra,2.46666666667,0.266666666667,26.3333333333,70.0354609929,15
GI Maiden,1.0,0,12.0,85.7142857143,1
MR Marsh,3.48148148148,0.259259259259,31.3333333333,95.2702702703,27
XJ Doherty,0.190476190476,0,4.28571428571,52.0231213873,21
SJ Harmison,0.142857142857,0,5.14285714286,72.0,7
J Lewis,0.571428571429,0,6.0,85.7142857143,7
R Rampaul,1.30303030303,0.030303030303,9.90909090909,77.4881516588,33
D Langford-Smith,0.888888888889,0,8.66666666667,92.8571428571,9
DR Chumney,2.5,0,25.1666666667,67.4107142857,6
RN ten Doeschate,5.53846153846,0.461538461538,45.6923076923,87.0967741935,13
KD Karthik,2.46551724138,0.103448275862,21.5344827586,71.6991963261,58
CA Young,1.0,0,5.33333333333,84.2105263158,3
AG Prince,1.375,0,18.5,78.3068783069,8
PA Browne,2.6,0,26.8,73.2240437158,5
JM Anderson,0.365384615385,0,3.92307692308,52.7131782946,52
RT Crandon,1.0,0,5.0,55.5555555556,1
PA Nixon,1.55555555556,0,16.3888888889,84.0455840456,18
Raza-ur-Rehman,6.0,0.5,43.5,80.9302325581,4
Mohammad Amir,1.5,0.0714285714286,12.0,73.6842105263,14
TBM de Leede,1.0,0,9.75,60.9375,4
S Randiv,1.6875,0.0625,15.875,69.9724517906,16
NM Lyon,0.666666666667,0,4.0,133.333333333,3
TC Mutombodzi,1.0,0,8.33333333333,96.1538461538,3
RM Haq,1.21052631579,0.0526315789474,11.4210526316,51.5439429929,19
RN Lewis,1.66666666667,0,19.5,119.387755102,6
JL Carter,1.91666666667,0.0833333333333,17.6666666667,60.5714285714,12
SR Clark,0.285714285714,0,4.0,54.9019607843,7
F Behardien,2.20588235294,0.117647058824,22.5,95.8646616541,34
NN Odhiambo,1.11111111111,0,10.5,64.9484536082,18
P Mustard,3.33333333333,0.111111111111,23.8888888889,88.1147540984,9
A Mishra,0.375,0,3.5,42.4242424242,8
MS Chapman,13.0,1.0,124.0,106.896551724,1
Nasir Hossain,2.73333333333,0.155555555556,27.3555555556,78.9102564103,45
HH Gibbs,4.7962962963,0.314814814815,36.5185185185,85.2203975799,54
B Zuiderent,1.36363636364,0.0909090909091,13.4545454545,51.5679442509,11
AL Kandappah,3.5,0.5,48.5,61.0062893082,2
MA Starc,0.642857142857,0,7.92857142857,70.253164557,14
HJW Gardiner,3.33333333333,0.222222222222,27.0,70.4347826087,9
TM Dowlin,2.1,0.2,22.7,62.7071823204,10
JS Patel,0.7,0,8.4,60.0,10
FDM Karunaratne,1.0,0,11.8181818182,65.6565656566,11
J Anderson,1.66666666667,0,13.3333333333,42.5531914894,3
LN Onyango,1.5,0,15.25,74.3902439024,4
AA Obanda,4.69230769231,0.230769230769,35.6153846154,70.1515151515,13
SM Katich,2.33333333333,0,18.6666666667,50.4504504505,3
Waqas Barkat,0.5,0,10.0,52.6315789474,2
Misbah-ul-Haq,2.9696969697,0.295454545455,35.6136363636,72.5462962963,132
DBL Powell,0.529411764706,0,5.76470588235,77.1653543307,17
LS Baker,0.666666666667,0,3.33333333333,58.8235294118,3
Shakib Al Hasan,2.9,0.253846153846,29.8384615385,79.3251533742,130
Shahriar Nafees,3.28571428571,0.142857142857,23.7619047619,67.7069199457,42
HJH Marshall,1.1,0.1,11.4,69.512195122,10
MH Cross,1.53333333333,0.0666666666667,14.2666666667,72.7891156463,15
Amjad Ali,4.46153846154,0.230769230769,32.4615384615,72.2602739726,13
Javed Omar,2.66666666667,0.166666666667,24.3333333333,48.0263157895,6
ZE Surkari,0.875,0,15.875,42.474916388,8
KS Williamson,4.32941176471,0.376470588235,42.7647058824,82.9908675799,85
GA Lamb,0.5,0,14.0714285714,50.6426735219,14
K Rabada,1.0,0,8.0,64.8648648649,6
Asad Ali,0.5,0,5.0,62.5,2
LPC Silva,2.53191489362,0.255319148936,26.2127659574,70.8045977011,47
P Utseya,0.987341772152,0.0379746835443,12.7594936709,58.9129164231,79
AJ Ireland,0.2,0,2.2,17.7419354839,5
KM Jarvis,0.333333333333,0,3.75,36.2903225806,12
GJ Hopkins,1.3125,0,14.75,74.4479495268,16
PJC Hoffmann,1.66666666667,0,10.0,130.434782609,3
AR Patel,0.642857142857,0,6.14285714286,92.4731182796,14
TL Chatara,0.705882352941,0,5.82352941176,57.225433526,17
L Ronchi,2.90384615385,0.0769230769231,22.0,115.438950555,52
WPUJC Vaas,0.653846153846,0,8.65384615385,66.1764705882,26
BJ Haddin,3.31632653061,0.163265306122,27.7244897959,82.358290391,98
LD Chandimal,2.17204301075,0.182795698925,25.7419354839,73.7068965517,93
AN Cook,4.16853932584,0.269662921348,35.8426966292,75.7359924027,89
E Otieno,0.285714285714,0,3.0,36.8421052632,7
BC Lara,3.35714285714,0.178571428571,29.3571428571,75.7603686636,28
RD Shah,3.75,0.25,30.0,71.8562874251,4
Nizakat Khan,2.0,0,21.0,70.0,2
PJ Hughes,4.52380952381,0.285714285714,38.7619047619,74.7474747475,21
JF Mooney,2.02941176471,0.0294117647059,18.0588235294,81.2169312169,34
PA Patel,2.65217391304,0.130434782609,22.1304347826,79.4071762871,23
A Mithun,2.0,0,17.0,89.4736842105,3
KD Shah,5.0,0,34.0,89.4736842105,1
JP Faulkner,2.83333333333,0.138888888889,23.4444444444,110.761154856,36
MR Swart,1.8,0,16.2,65.8536585366,5
CJ Jordan,0.842105263158,0,8.10526315789,87.0056497175,19
HS Modi,1.0,0,11.5,38.9830508475,2
Mohammad Sami,1.75,0,16.0,56.6371681416,4
MB Loye,3.42857142857,0,20.2857142857,74.7368421053,7
MM Iqbal,0.6,0,9.0,39.4736842105,5
MA Parker,1.0,0,16.0,72.7272727273,1
SJ Myburgh,3.6,0.2,26.6,84.7133757962,5
Jubair Hossain,1.0,0,5.0,50.0,1
T Taibu,2.56140350877,0.280701754386,31.0175438596,72.0750101916,57
Litton Das,2.66666666667,0,25.3333333333,72.380952381,3
MD Bates,2.0,0,9.0,90.0,1
JO Ngoche,0.333333333333,0,3.66666666667,37.9310344828,3
SMSM Senanayake,1.0625,0,8.625,87.0662460568,32
KTGD Prasad,1.33333333333,0,12.4444444444,106.666666667,9
AM Ellis,1.0,0,12.75,80.9523809524,12
AB de Villiers,5.1124260355,0.408284023669,47.3076923077,99.7753650318,169
A Nel,1.06666666667,0,7.66666666667,81.5602836879,15
Aamer Yamin,4.5,0.5,31.0,84.9315068493,2
MMA Jonkman,2.0,0,13.0,34.2105263158,1
JE Root,3.63492063492,0.31746031746,40.6349206349,83.660130719,63
SM Sharif,1.75,0,14.5,78.3783783784,4
LR Johnson,1.0,0,6.33333333333,29.2307692308,3
GJ Batty,0.333333333333,0,7.33333333333,40.0,3
Salman Butt,5.3,0.375,41.325,78.751786565,40
TM Odoyo,2.45454545455,0.181818181818,23.8636363636,72.3140495868,22
SW Billings,3.0,0,22.5,128.571428571,4
DT Johnston,1.2,0,12.1,74.8453608247,30
BV Vitori,0.9,0,6.3,86.301369863,10
HA Varaiya,0.3,0,4.2,35.593220339,10
TM Dilshan,4.60869565217,0.275362318841,38.3816425121,86.3305443877,207
KJ O'Brien,3.11764705882,0.0980392156863,25.0392156863,84.7378898474,51
RG Sharma,3.83211678832,0.270072992701,35.7591240876,83.0198271479,137
Iftikhar Ahmed,0.5,0,4.0,25.8064516129,2
TN de Grooth,0.625,0,8.75,46.6666666667,8
DR Flynn,2.0,0,16.7,67.6113360324,10
Sami Aslam,7.0,0,44.0,84.6153846154,1
A Nehra,0.263157894737,0,2.84210526316,43.2,19
Harbhajan Singh,0.920634920635,0,10.0476190476,77.0072992701,63
SR Waters,1.0,0,9.57142857143,45.5782312925,7
KDK Vithanage,1.83333333333,0,12.3333333333,80.4347826087,6
Umar Amin,2.0,0.0666666666667,17.8,66.0891089109,15
JO Holder,2.13636363636,0.0909090909091,16.9090909091,97.8947368421,22
GD Drummond,2.66666666667,0,23.0,123.214285714,3
Hamid Hassan,0.625,0,4.875,38.2352941176,8
Shoaib Akhtar,0.421052631579,0,3.21052631579,67.032967033,19
Umar Akmal,2.91919191919,0.212121212121,28.8181818182,84.4332642794,99
M Kaif,1.77777777778,0.222222222222,23.8888888889,61.4285714286,9
CS MacLeod,2.78947368421,0.105263157895,22.2631578947,82.2957198444,19
MH Yardy,0.875,0.0833333333333,13.5833333333,66.5306122449,24
Hamza Tariq,3.2,0.2,19.6,68.0555555556,5
Sohail Khan,0.333333333333,0,4.16666666667,48.0769230769,6
PJ Cummins,0.571428571429,0,4.85714285714,53.9682539683,7
JC Tredwell,0.52,0,6.52,65.991902834,25
CM Wright,0.833333333333,0,13.3333333333,55.1724137931,6
DA Minors,1.75,0,12.5,56.8181818182,8
Imrul Kayes,3.05555555556,0.222222222222,27.1296296296,63.6126791142,54
MN Samuels,3.72115384615,0.230769230769,31.4038461538,74.4811858609,104
VS Solanki,2.0,0,27.0,101.886792453,2
MK Pandey,5.0,0.666666666667,59.6666666667,101.704545455,3
SF Mire,1.9,0.2,19.8,63.8709677419,10
AD Hales,4.32142857143,0.285714285714,34.2142857143,85.9192825112,28
STR Binny,2.4,0.1,20.5,95.7943925234,10
Dhiman Ghosh,0.909090909091,0,11.2727272727,60.487804878,11
MA Leask,2.77777777778,0.111111111111,19.8888888889,114.743589744,9
TJ Murtagh,1.25,0,10.125,84.375,8
CO Obuya,2.83333333333,0.125,27.1666666667,72.6867335563,24
T Kamungozi,0.5,0,2.7,46.5517241379,10
DR Smith,2.49019607843,0.117647058824,17.9019607843,85.2474323063,51
BB McCullum,4.05333333333,0.206666666667,30.32,99.671268902,150
AB Agarkar,0.3125,0,5.75,44.6601941748,16
SK Raina,3.16279069767,0.220930232558,29.3255813953,92.5844346549,172
RE van der Merwe,0.714285714286,0,5.57142857143,95.1219512195,7
BA Stokes,2.23529411765,0.117647058824,20.1470588235,90.0131406045,34
S Sreesanth,0.125,0,2.4375,32.5,16
VD Philander,0.823529411765,0,8.88235294118,69.2660550459,17
P Kumar,1.0,0.03125,9.03125,86.0119047619,32
OA Shah,3.13043478261,0.239130434783,32.6739130435,81.1993517018,46
JL Ontong,2.5,0,21.5,78.1818181818,4
Azhar Ali,3.83333333333,0.3,38.5333333333,73.6775015934,30
V Kohli,4.65,0.375,44.7125,88.2229621408,160
SE Findlay,2.75,0.25,22.0,62.8571428571,4
WP Saha,0.75,0,6.0,64.8648648649,4
